Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Unit_Price,Profit_Margin,Revenue,Discount_Band,Price_Segment,Market_Benchmark_Price_x,Market_Benchmark_Price_y,Market_Benchmark_Price,Price_vs_Market
First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,107.88,3,0.2,10.788,35.96,10.0,107.88,Low (1-20%),Low,69.99,69.99,69.99,Underpriced
First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,33.29,1,0.0,7.9896,33.29,24.000000000000004,33.29,No Discount,Mid,37.208,37.208,37.208,Fair
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,58.17,5,0.7,-46.536,11.634,-80.0,58.17,High (41%+),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Labels,5.04,2,0.2,1.764,2.52,35.0,5.04,Low (1-20%),Low,3.984,3.984,3.984,Underpriced
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,24.784,1,0.2,7.745,24.784,31.25,24.784,Low (1-20%),Premium,6.48,6.48,6.48,Overpriced
Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Furniture,Chairs,634.116,6,0.3,-172.1172,105.686,-27.142857142857142,634.116,Medium (21-40%),Mid,105.623,105.623,105.623,Fair
Standard Class,Home Office,United States,Elmhurst,Illinois,60126,Central,Office Supplies,Paper,17.472,3,0.2,5.6784,5.824000000000001,32.49999999999999,17.472,Low (1-20%),Low,6.48,6.48,6.48,Fair
First Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,155.88,6,0.0,38.97,25.98,25.0,155.88,No Discount,Low,105.623,105.623,105.623,Underpriced
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,327.564,4,0.1,21.8376,81.891,6.666666666666665,327.564,Low (1-20%),Mid,105.623,105.623,105.623,Fair
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,13.36,2,0.0,6.4128,6.68,48.0,13.36,No Discount,Mid,6.48,6.48,6.48,Fair
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,158.9,5,0.0,7.945,31.78,5.0,158.9,No Discount,Mid,37.208,37.208,37.208,Fair
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Accessories,319.968,4,0.2,71.9928,79.992,22.5,319.968,Low (1-20%),Premium,29.99,29.99,29.99,Overpriced
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,505.32,3,0.2,31.5825,168.44,6.25,505.32,Low (1-20%),Premium,37.208,37.208,37.208,Overpriced
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,3.808,1,0.2,1.2376,3.808,32.5,3.808,Low (1-20%),Low,6.48,6.48,6.48,Underpriced
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,8.682,1,0.8,-14.7594,8.682,-170.0,8.682,High (41%+),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,24.424,1,0.2,7.9378,24.424,32.5,24.424,Low (1-20%),Premium,3.984,3.984,3.984,Overpriced
Standard Class,Corporate,United States,Buffalo,New York,14215,East,Furniture,Chairs,1522.638,9,0.1,169.182,169.182,11.11111111111111,1522.638,Low (1-20%),Premium,105.623,105.623,105.623,Overpriced
Standard Class,Corporate,United States,Roseville,California,95661,West,Office Supplies,Envelopes,419.9,5,0.0,197.353,83.97999999999999,47.0,419.9,No Discount,Premium,9.303999999999998,9.303999999999998,9.303999999999998,Overpriced
Standard Class,Corporate,United States,Roseville,California,95661,West,Office Supplies,Labels,3.15,1,0.0,1.512,3.15,48.00000000000001,3.15,No Discount,Mid,3.984,3.984,3.984,Fair
First Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Appliances,33.62,5,0.8,-90.774,6.723999999999999,-270.0,33.62,High (41%+),Low,30.448,30.448,30.448,Underpriced
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,16.14,3,0.0,7.9086,5.38,49.0,16.14,No Discount,Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Furniture,Tables,194.25,2,0.3,-38.85,97.125,-20.0,194.25,Medium (21-40%),Low,145.49,145.49,145.49,Underpriced
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,8.64,3,0.0,2.5056,2.8800000000000003,29.0,8.64,No Discount,Low,4.24,4.24,4.24,Underpriced
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Furniture,Chairs,872.32,4,0.0,244.2496,218.08,28.0,872.32,No Discount,Premium,105.623,105.623,105.623,Overpriced
Second Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Binders,243.992,4,0.8,-426.986,60.998,-175.0,243.992,High (41%+),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Second Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Art,7.12,5,0.2,0.712,1.424,10.0,7.12,Low (1-20%),Low,4.24,4.24,4.24,Underpriced
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,2.688,2,0.2,1.008,1.344,37.5,2.688,Low (1-20%),Low,4.24,4.24,4.24,Underpriced
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,317.058,3,0.3,-18.1176,105.686,-5.714285714285714,317.058,Medium (21-40%),Mid,105.623,105.623,105.623,Fair
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,149.352,3,0.2,50.4063,49.784,33.75,149.352,Low (1-20%),Premium,9.303999999999998,9.303999999999998,9.303999999999998,Overpriced
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,227.976,3,0.2,28.497,75.992,12.5,227.976,Low (1-20%),Premium,29.99,29.99,29.99,Overpriced
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,11.96,2,0.0,5.8604,5.98,49.0,11.96,No Discount,Mid,6.48,6.48,6.48,Fair
Standard Class,Corporate,United States,Plainfield,New Jersey,7060,East,Office Supplies,Storage,563.4,4,0.0,67.608,140.85,12.000000000000002,563.4,No Discount,Premium,37.208,37.208,37.208,Overpriced
Standard Class,Corporate,United States,Plainfield,New Jersey,7060,East,Technology,Machines,319.92,8,0.0,118.3704,39.99,37.0,319.92,No Discount,Low,199.77,199.77,199.77,Underpriced
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,1049.44,8,0.0,440.7648,131.18,42.0,1049.44,No Discount,Premium,29.99,29.99,29.99,Overpriced
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,170.352,3,0.2,-17.0352,56.784,-10.0,170.352,Low (1-20%),Low,105.623,105.623,105.623,Underpriced
Second Class,Consumer,United States,Arlington,Virginia,22204,South,Technology,Phones,173.94,6,0.0,50.4426,28.99,29.0,173.94,No Discount,Low,69.99,69.99,69.99,Underpriced
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,1007.944,7,0.2,75.5958,143.992,7.5,1007.944,Low (1-20%),Premium,69.99,69.99,69.99,Overpriced
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,6.68,1,0.0,3.2064,6.68,48.0,6.68,No Discount,Mid,6.48,6.48,6.48,Fair
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,8.34,3,0.0,2.2518,2.78,27.0,8.34,No Discount,Low,4.24,4.24,4.24,Underpriced
Same Day,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,101.94,3,0.0,30.582,33.98,30.0,101.94,No Discount,Premium,14.136,14.136,14.136,Overpriced
Standard Class,Corporate,United States,Edmonds,Washington,98026,West,Technology,Accessories,179.97,3,0.0,86.3856,59.99,48.0,179.97,No Discount,Premium,29.99,29.99,29.99,Overpriced
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Art,101.94,6,0.0,29.5626,16.99,29.0,101.94,No Discount,Premium,4.24,4.24,4.24,Overpriced
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Technology,Phones,271.96,4,0.0,67.99,67.99,25.0,271.96,No Discount,Mid,69.99,69.99,69.99,Fair
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Furniture,Furnishings,8.8,5,0.0,3.872,1.7600000000000002,43.99999999999999,8.8,No Discount,Low,14.136,14.136,14.136,Underpriced
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Art,19.68,6,0.0,5.7072,3.28,29.000000000000004,19.68,No Discount,Mid,4.24,4.24,4.24,Fair
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Furniture,Bookcases,302.94,3,0.0,69.6762,100.98,23.0,302.94,No Discount,Mid,102.833,102.833,102.833,Fair
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Binders,14.94,3,0.0,7.1712,4.98,48.0,14.94,No Discount,Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Supplies,231.72,2,0.0,11.586,115.86,5.0,231.72,No Discount,Premium,8.475000000000001,8.475000000000001,8.475000000000001,Overpriced
First Class,Consumer,United States,Delray Beach,Florida,33445,South,Office Supplies,Labels,9.912,3,0.2,3.2214,3.3040000000000003,32.49999999999999,9.912,Low (1-20%),Mid,3.984,3.984,3.984,Fair
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Art,34.65,3,0.0,9.702,11.55,28.000000000000004,34.65,No Discount,Premium,4.24,4.24,4.24,Overpriced
Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,19.8,5,0.2,1.7325,3.96,8.75,19.8,Low (1-20%),Low,69.99,69.99,69.99,Underpriced
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,33.568,2,0.2,11.7488,16.784,35.0,33.568,Low (1-20%),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Art,125.93,7,0.0,35.2604,17.990000000000002,28.0,125.93,No Discount,Premium,4.24,4.24,4.24,Overpriced
First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,11.76,5,0.7,-7.84,2.352,-66.66666666666666,11.76,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,5.344,1,0.2,1.8704,5.344,35.0,5.344,Low (1-20%),Low,6.48,6.48,6.48,Fair
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,1.365,1,0.7,-0.91,1.365,-66.66666666666667,1.365,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,62.016,2,0.2,22.4808,31.008,36.25,62.016,Low (1-20%),Premium,6.48,6.48,6.48,Overpriced
Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,60.72,3,0.0,23.6808,20.24,39.0,60.72,No Discount,Mid,14.136,14.136,14.136,Overpriced
Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,146.82,3,0.0,73.41,48.94,50.0,146.82,No Discount,Premium,6.48,6.48,6.48,Overpriced
Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Furniture,Chairs,239.84,8,0.0,64.7568,29.98,27.0,239.84,No Discount,Low,105.623,105.623,105.623,Underpriced
Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Office Supplies,Labels,15.66,6,0.0,7.2036,2.61,46.0,15.66,No Discount,Low,3.984,3.984,3.984,Underpriced
First Class,Consumer,United States,Commerce City,Colorado,80022,West,Office Supplies,Storage,146.352,3,0.2,-32.9292,48.784,-22.5,146.352,Low (1-20%),Mid,37.208,37.208,37.208,Overpriced
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Office Supplies,Fasteners,5.94,3,0.0,0.0,1.98,0.0,5.94,No Discount,Low,2.84,2.84,2.84,Underpriced
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Office Supplies,Paper,45.36,7,0.0,21.7728,6.48,48.0,45.36,No Discount,Mid,6.48,6.48,6.48,Fair
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Technology,Phones,211.168,4,0.2,23.7564,52.792,11.249999999999998,211.168,Low (1-20%),Mid,69.99,69.99,69.99,Fair
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Furniture,Chairs,484.704,6,0.2,-84.8232,80.784,-17.5,484.704,Low (1-20%),Mid,105.623,105.623,105.623,Fair
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Technology,Machines,371.976,3,0.2,116.2425,123.992,31.25,371.976,Low (1-20%),Mid,199.77,199.77,199.77,Underpriced
Same Day,Corporate,United States,Clinton,Maryland,20735,East,Office Supplies,Storage,89.82,6,0.0,25.1496,14.97,28.000000000000004,89.82,No Discount,Low,37.208,37.208,37.208,Underpriced
First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,19.296,3,0.2,6.03,6.432,31.25,19.296,Low (1-20%),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,191.96,2,0.0,51.8292,95.98,27.0,191.96,No Discount,Mid,105.623,105.623,105.623,Fair
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,21.3,3,0.0,9.798,7.1000000000000005,46.0,21.3,No Discount,Mid,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Technology,Phones,469.95,5,0.0,131.586,93.99,28.000000000000004,469.95,No Discount,Mid,69.99,69.99,69.99,Overpriced
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Furnishings,209.88,3,0.0,35.6796,69.96,17.0,209.88,No Discount,Premium,14.136,14.136,14.136,Overpriced
First Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Bookcases,239.666,2,0.15,14.098,119.833,5.882352941176471,239.666,Low (1-20%),Mid,102.833,102.833,102.833,Fair
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,22.5,6,0.0,10.8,3.75,48.00000000000001,22.5,No Discount,Mid,3.984,3.984,3.984,Fair
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,219.84,4,0.0,107.7216,54.96,49.0,219.84,No Discount,Premium,6.48,6.48,6.48,Overpriced
Second Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,32.4,5,0.0,15.552,6.48,48.0,32.4,No Discount,Mid,6.48,6.48,6.48,Fair
Second Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Art,209.94,6,0.0,54.5844,34.99,26.0,209.94,No Discount,Premium,4.24,4.24,4.24,Overpriced
Second Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Supplies,4164.05,5,0.0,83.281,832.8100000000001,2.0,4164.05,No Discount,Premium,8.475000000000001,8.475000000000001,8.475000000000001,Overpriced
Second Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Bookcases,212.94,3,0.0,53.235,70.98,25.0,212.94,No Discount,Low,102.833,102.833,102.833,Underpriced
First Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,41.88,6,0.0,12.1452,6.98,29.0,41.88,No Discount,Low,14.136,14.136,14.136,Underpriced
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Labels,58.48,8,0.0,27.4856,7.31,47.0,58.48,No Discount,Premium,3.984,3.984,3.984,Overpriced
Standard Class,Consumer,United States,Texas City,Texas,77590,Central,Furniture,Tables,102.438,1,0.3,-13.1706,102.438,-12.857142857142856,102.438,Medium (21-40%),Low,145.49,145.49,145.49,Underpriced
Standard Class,Consumer,United States,Texas City,Texas,77590,Central,Furniture,Chairs,199.304,4,0.3,-8.5416,49.826,-4.285714285714286,199.304,Medium (21-40%),Low,105.623,105.623,105.623,Underpriced
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Machines,6999.96,4,0.0,2239.9872,1749.99,32.0,6999.96,No Discount,Premium,199.77,199.77,199.77,Overpriced
Standard Class,Consumer,United States,Bellevue,Washington,98006,West,Office Supplies,Paper,12.96,2,0.0,6.2208,6.48,47.99999999999999,12.96,No Discount,Mid,6.48,6.48,6.48,Fair
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,279.86,14,0.0,134.3328,19.99,47.99999999999999,279.86,No Discount,Low,69.99,69.99,69.99,Underpriced
Standard Class,Home Office,United States,Wilson,North Carolina,27893,South,Office Supplies,Binders,7.38,5,0.7,-5.412,1.476,-73.33333333333333,7.38,High (41%+),Low,5.390000000000001,5.390000000000001,5.390000000000001,Underpriced
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,698.352,3,0.2,52.3764,232.784,7.5,698.352,Low (1-20%),Premium,105.623,105.623,105.623,Overpriced
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Tables,1747.25,5,0.0,629.01,349.45,36.0,1747.25,No Discount,Premium,145.49,145.49,145.49,Overpriced
Second Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,54.48,1,0.0,15.2544,54.48,28.000000000000004,54.48,No Discount,Premium,30.448,30.448,30.448,Overpriced
Same Day,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,199.99,1,0.0,85.9957,199.99,43.0,199.99,No Discount,Premium,29.99,29.99,29.99,Overpriced
Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,68.541,11,0.7,-52.5481,6.231,-76.66666666666667,68.541,High (41%+),Mid,5.390000000000001,5.390000000000001,5.390000000000001,Fair
Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Phones,627.168,4,0.2,70.5564,156.792,11.249999999999998,627.168,Low (1-20%),Premium,69.99,69.99,69.99,Overpriced
Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,122.12,5,0.2,39.689,24.424,32.5,122.12,Low (1-20%),Premium,3.984,3.984,3.984,Overpriced
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,6.99,3,0.0,2.0271,2.33,29.0,6.99,No Discount,Low,4.24,4.24,4.24,Underpriced
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,107.424,6,0.2,36.2556,17.904,33.75,107.424,Low (1-20%),Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Second Class,Corporate,United States,Lorain,Ohio,44052,East,Furniture,Tables,1421.664,8,0.4,-734.5264,177.708,-51.66666666666666,1421.664,Medium (21-40%),Mid,145.49,145.49,145.49,Fair
Standard Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Binders,125.88,6,0.0,60.4224,20.98,48.00000000000001,125.88,No Discount,Premium,5.390000000000001,5.390000000000001,5.390000000000001,Overpriced
Standard Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Technology,Accessories,79.78,2,0.0,29.5186,39.89,37.0,79.78,No Discount,Mid,29.99,29.99,29.99,Overpriced
